Number,Created,Resolved,Priority,Incident State,Reassignment count,Assignment group,Short description,Category,Subcategory,Country
INC7359659,2025-02-10 05:14:06,2025-02-11 04:09:56,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN: NSH: PH: Phone - New I Phone Blocked need 6 digit to unlock it.,Functionality Error,Data Incorrect/Missing/Other,Italy
INC7359634,2025-02-10 04:56:42,2025-02-11 06:35:18,4 - Low,Autoclosed,1,EUS_FR_00202,IN : ND : PH : Onsite - pc freezing on black screen,Error Message,Error Message,France
INC7359615,2025-02-10 04:40:55,2025-02-10 05:24:39,4 - Low,Closed,1,SAP_Basis Level 3,IN:BS:PH- SAP - Unable to access SAP PH1,Error Message,Error Message,United Kingdom
INC7359614,2025-02-10 04:34:18,2025-02-10 05:41:16,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: NSH: PH: O365 -  GILTOFF00371 Microsoft 365 license expired.,Coaching,Configuration,United Kingdom
INC7359601,2025-02-10 04:44:32,2025-02-10 04:46:25,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : AD - Password Reset,Access/Lockout,Password Reset,Poland
INC7359594,2025-02-10 04:16:09,2025-02-10 07:59:12,4 - Low,Closed,1,Security_UAA,"IN : ND : PH : AD - Delphi Password Reset for Remote Desktop Connection , Unable to access AZUREUW-DB018",Access/Lockout,Insufficient Access,United Kingdom
INC7359572,2025-02-10 04:04:44,2025-02-21 14:58:14,4 - Low,Autoclosed,1,APP_COMSUP_eCatalog,"IN: NSH: PH: eCatalog - WHS-Warehouse missing even after granting access through RITM5255831, RITM5255832, RITM5255833.",Functionality Error,Feature/Functionality,Poland
INC7359529,2025-02-10 03:49:34,2025-02-10 04:24:22,4 - Low,Autoclosed,1,EUS_RO_10304,IN:HMV: PH: Laptop - Laptop Display Image,Error Message,Error Message,Romania
INC7359528,2025-02-10 03:44:41,2025-02-18 07:29:50,4 - Low,Autoclosed,1,SAP_SECURITY,IN:RS:PH:SAP-Unable to sign in to new SAP using SSO after migration. ,Error Message,Error Message,Poland
INC7359527,2025-02-10 03:42:26,2025-02-10 06:17:02,4 - Low,Closed,0,SERVICEDESK_INDIA,"IN : ND : PH : AD - Password reset for Smirnova, Anastasia (vjedsn ) ",Access/Lockout,Password Reset,Luxembourg
INC7359522,2025-02-10 03:38:12,2025-02-10 04:24:18,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH- VPN- Failure to VPN Connection,Coaching,Configuration,Turkey
INC7359521,2025-02-10 03:35:20,2025-02-10 04:10:49,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: NSH: PH: Active Directory - AD Password Reset,Access/Lockout,Password Reset,Poland
INC7359520,2025-02-10 03:35:17,2025-02-10 07:41:34,4 - Low,Autoclosed,1,APP_ENG_CAD_PDM_PLM_POOL,Auto CAD - Licensing issue ,Error Message,Error Message,Poland
INC7359519,2025-02-10 03:39:35,2025-02-10 03:40:29,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:RS:PH:AD-Account Locked,Access/Lockout,Locked Account,Poland
INC7359476,2025-02-10 03:03:37,2025-02-12 04:04:14,4 - Low,Autoclosed,1,Security_UAA,IN : JM : PH - MFA - Globalaccess.phinia.com  home connection no longer possible since requesting Mobile application and QR code additional ,Functionality Error,Data Incorrect/Missing/Other,France
INC7359429,2025-02-10 02:41:44,2025-02-10 03:50:28,4 - Low,Autoclosed,1,EUS_GB_00274,IN:BS:PH- Printer can not add Gillingham tech centre printer to my laptop,Functionality Error,Break/Fix,United Kingdom
INC7359418,2025-02-10 02:42:08,2025-02-10 02:45:27,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: SP: PH: Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7359417,2025-02-10 02:40:33,2025-02-10 05:21:29,4 - Low,Autoclosed,3,EUS_GB_00282,IN:VGM:PH: SAP-->Unable to access SAP,Error Message,Error Message,United Kingdom
INC7359395,2025-02-10 03:50:52,2025-02-10 03:51:48,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH - AD account locked - Successful.,Access/Lockout,Locked Account,Poland
INC7359394,2025-02-10 02:27:08,2025-02-10 02:34:51,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: SP: PH: Active Directory Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7359353,2025-02-10 02:07:58,2025-02-10 02:10:05,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:VGM:PH: Active Directory-->Password reset,Access/Lockout,Password Reset,Poland
INC7359352,2025-02-10 01:56:09,2025-02-13 09:06:29,4 - Low,Autoclosed,3,EUS_Intune,IN:VGM:PH: SAP missing on company portal,Error Message,Error Message,Turkey
INC7359350,2025-02-10 01:51:11,2025-02-11 03:17:19,4 - Low,Closed,0,SERVICEDESK_INDIA,IN: SP: PH: Outlook - User doesn't have Office license anymore.,Coaching,Technical Question,Romania
INC7359324,2025-02-10 01:25:47,2025-02-10 03:07:58,4 - Low,Autoclosed,1,EUS_Global_Remote_Support,IN: NSH: PH: Excel - Microsoft365 licenses got canceled and unable to run Excel file on SAP.,Error,Error Message,Turkey
INC7359320,2025-02-10 01:26:08,2025-02-13 08:07:02,4 - Low,Autoclosed,0,EUS_TR_00269, DT Media Rotation trizmp-bu01: Izmir - Weekending 14-02-2025 GSL 269 ,Tape Swap,Scheduled,Turkey
INC7359289,2025-02-10 01:22:14,2025-02-10 04:14:39,4 - Low,Autoclosed,0,EUS_RO_10304,"DT Media rotation for Week Ending 14-02-2025 - Device: ROIAS-AP04 IASI, Romania GSL 10304",Tape Swap,Scheduled,Romania
INC7359194,2025-02-10 00:13:06,2025-02-12 05:05:35,4 - Low,Autoclosed,2,SAP_PURCHASE_TO_PAY,"IN: SP: PH: SAP - Delivery to our consignment warehouse, but the system did not do the 301 movement",Error Message,Error Message,Turkey
INC7359138,2025-02-09 22:47:53,2025-02-10 00:49:47,4 - Low,Closed,1,Security_UAA,IN:VGM:PH: Office 365-->Drame BA-issa email issue dbaissa@phinia.com,Functionality Error,Not Performing As Expected,United Kingdom
INC7358959,2025-02-09 17:21:30,2025-02-20 11:56:22,4 - Low,Autoclosed,4,NETWORK_LAN_LEVEL2,IN: AL: PH - Server: Cant access azureuw-db011.delphidrive.com with PHINIA account but I can with Delphi,Functionality Error,Break/Fix,Romania
INC7358864,2025-02-09 11:15:58,2025-02-09 11:16:29,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : ND : PH : AD - AD Lock Issue,Access/Lockout,Locked Account,United Kingdom
INC7355770,2025-02-07 15:32:33,2025-02-10 02:46:59,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:HP:PH AD : Unable to change password on PC INC7354942,Access/Lockout,Password Reset,United Kingdom
INC7355521,2025-02-07 09:41:03,2025-02-10 05:02:09,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:PAK:PH: PDP - User is getting error message in the PDP tool when user tries to create a new part at Step 1,Coaching,Technical Question,United Kingdom
INC7355458,2025-02-07 09:04:46,2025-02-11 07:40:23,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : ND : PH : MFA - enroll phone number for Microsoft access,Coaching,Configuration,Romania
INC7355296,2025-02-07 07:55:28,2025-02-14 05:02:09,4 - Low,Autoclosed,1,SAP_SECURITY,IN:RS:PH:SAP -  Assignment of roles in SAP for user SPRESER in PN1,Error Message,Error Message,Luxembourg
INC7355280,2025-02-07 07:50:25,2025-02-07 08:08:19,4 - Low,Autoclosed,1,EUS_GB_10610,IN:BS:PH- Outlook - outlook emails issues,Functionality Error,Break/Fix,United Kingdom
INC7355279,2025-02-07 07:45:23,2025-02-11 04:24:57,4 - Low,Autoclosed,1,SAP_PH1_FI/CO,IN:PAK:PH: SAP - SAP PH1 urgent issue!  No outputs released for invoices sent automatically to the customers,Error Message,Error Message,Poland
INC7355241,2025-02-07 07:20:13,2025-02-10 06:21:25,4 - Low,Autoclosed,4,NETWORK_LAN_LEVEL1,IN:PAK:PH: Switch Issues: 10646-UK-SWA02-L2.phinia.local Not Responding,Error Message,Failure/Down,United Kingdom
INC7355186,2025-02-07 06:47:50,2025-02-07 07:03:10,4 - Low,Autoclosed,1,EUS_GB_10610,IN:HMV: PH: SAP - SAP update error,Error Message,Error Message,United Kingdom
INC7355179,2025-02-07 06:50:10,2025-02-07 07:23:55,4 - Low,Autoclosed,0,SERVICEDESK_ARGENTINA,ARG: MBM: PH - AS 400 - Reset password of user profile  TECHITEM    Item Maintenance   on AS400 LI010941.,Access/Lockout,Cannot Access,United Kingdom
INC7355178,2025-02-07 06:40:30,2025-02-10 03:08:02,4 - Low,Autoclosed,0,EDI_Support (internal),SAP PN1 Batchjob EDI_WLFIDOC_GXS_ST03 f,Error Message,Error Message,United Kingdom
INC7355172,2025-02-07 06:31:55,2025-02-10 04:34:48,4 - Low,Autoclosed,1,EUS_GB_10610,IN : ND : PH : Onsite - Access to the OneStream Excel add,Error Message,Error Message,United Kingdom
INC7355106,2025-02-07 06:03:28,2025-02-13 09:21:16,4 - Low,Closed,2,APP_COMSUP_OCC,IN:RS:PH:B2B Portal-Incorect plant on b2b website,Error Message,Error Message,Poland
INC7355043,2025-02-07 04:56:52,2025-02-10 22:26:43,4 - Low,Autoclosed,1,Security_UAA,"IN: NSH: PH: Shared drive - Requested access to a share folder, request RITM5255483 is completed but still can't access the folder.",Error Message,Insufficient Resources,United Kingdom
INC7355042,2025-02-07 04:56:07,2025-02-07 07:53:17,4 - Low,Autoclosed,1,Security_UAA,IN:BS:PH- Office - Office license expired,Functionality Error,Data Incorrect/Missing/Other,Poland
INC7355022,2025-02-07 04:38:03,2025-02-10 08:55:16,4 - Low,Autoclosed,1,EUS_GB_00274,IN : ND : PH : Onsite - PC lost trust with domain,Error Message,Error Message,United Kingdom
INC7354999,2025-02-07 04:18:42,2025-02-17 03:05:20,4 - Low,Autoclosed,1,EUS_PL_20030,IN:RS:PH:Constant account lockups,Error Message,Insufficient Resources,Poland
INC7354991,2025-02-07 04:07:32,2025-02-07 07:19:08,3 - Moderate,Closed,1,EUS_Intune,IN:BS:PH-SAP -SAP not installing,Functionality Error,Break/Fix,United Kingdom
INC7354990,2025-02-07 04:06:16,2025-02-07 10:51:25,4 - Low,Autoclosed,1,EUS_FR_00202,IN: NSH: PH: Hardware issue - PC is running slow.,Error Message,Error Message,France
INC7354989,2025-02-07 04:00:19,2025-02-07 04:36:04,4 - Low,Autoclosed,1,EUS_GB_10610,IN:RS:PH:Mobile hotspot settings disabled on home laptop. Needs enabling to allow remote access as home wifi network is down,Error Message,Error Message,United Kingdom
INC7354982,2025-02-07 03:57:47,2025-02-11 03:52:52,4 - Low,Autoclosed,1,EUS_Intune,IN : ND : PH : SAP - SAP failed to install,Error Message,Error Message,Poland
INC7354981,2025-02-07 03:53:14,2025-02-07 08:14:13,4 - Low,Autoclosed,1,APP_COMSUP_SCM,IN:HMV: PH: WebEDI portal - supplier has problem with log in,Error Message,Error Message,Poland
INC7354974,2025-02-07 03:51:19,2025-02-07 03:51:56,4 - Low,Closed,0,SERVICEDESK_INDIA,0,,,Poland
INC7354950,2025-02-07 03:40:48,2025-02-07 05:49:05,4 - Low,Autoclosed,1,EUS_TR_00269,Printer needed,Coaching,Configuration,Turkey
INC7354949,2025-02-07 03:37:04,2025-02-07 05:49:31,4 - Low,Autoclosed,1,EUS_TR_00269,SAP error,Error,Error Message,Turkey
INC7354942,2025-02-07 03:35:00,2025-02-07 03:52:19,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : JM : PH - Active Directory Password Reset - Successful Password Reset.,Access/Lockout,Password Reset,United Kingdom
INC7354882,2025-02-07 03:02:06,2025-02-07 05:31:52,4 - Low,Autoclosed,2,Global Network Services,IN : JM : PH -LAN - DETERMINING LAN CONNECTIVITY - Issue with internet connection.,Functionality Error,Connectivity,Poland
INC7354881,2025-02-07 03:00:00,2025-02-10 07:23:26,4 - Low,Closed,2,SERVICEDESK_INDIA,IN:VGM:PH: Active Directory--->Account Expired,Access/Lockout,Insufficient Access,France
INC7354829,2025-02-07 02:52:10,2025-02-07 03:18:04,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN : RR : PH : SAP - User unable to find SAP application after being prompted to update,Error Message,Error Message,Spain
INC7354748,2025-02-07 02:00:03,2025-02-07 02:00:50,4 - Low,Autoclosed,0,EDI_GXS_Vendor,TRELLEBORG SEALING SOLUTIONS GERMAN | VN 1054847 | DUNS 317884799 | SCTSK5303579,Error Message,Error Message,Poland
INC7354259,2025-02-06 18:15:54,2025-02-07 11:07:45,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7354257,2025-02-06 18:15:53,2025-02-07 11:05:31,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7354055,2025-02-06 14:01:16,2025-02-07 08:43:39,4 - Low,Autoclosed,2,EUS_GB_00274,274-UK-WAP032@default location WAP down,Functionality Error,Slow/No Response,United Kingdom
INC7353905,2025-02-06 11:28:42,2025-02-06 11:56:23,4 - Low,Autoclosed,1,EUS_GB_10610,IN:PAK:PH: MS Outlook - Teams link not working in email,Error Message,Failure/Down,United Kingdom
INC7353885,2025-02-06 11:14:25,2025-02-19 05:47:32,4 - Low,Autoclosed,1,SAP_PH1_ORDER_FULFILLMENT,IN: MKR: PH: SAP - Issue with Transaction - ZSDR_SALE_DEL_BIL ,Error Message,Error Message,France
INC7353864,2025-02-06 10:49:40,2025-02-07 04:09:00,4 - Low,Closed,0,SAP_FI/CO,To Schedule jobs Z_TURKEY_TAXLIST_UPDATE1 / Z_TURKEY_TAXLIST_UPDATE12 in PN1 system.,Error Message,Error Message,Romania
INC7353832,2025-02-06 10:25:55,2025-02-06 11:38:59,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : AK : PH - CORS : User facing slowness issue in CORS,Error Message,Failure/Down,France
INC7353811,2025-02-06 10:10:23,2025-02-17 10:44:58,4 - Low,Autoclosed,2,SAP_PURCHASE_TO_PAY,IN : AK : PH- SAP : Report from SAP that can give data end of december  for all SA / suppliers Backlog and future demand ,Error Message,Error Message,United Kingdom
INC7353804,2025-02-06 10:04:05,2025-02-10 05:17:41,4 - Low,Closed,1,SAP_SECURITY,IN:PAK:PH: SAP - User needs info from SAP security team ,Error Message,Error Message,Romania
INC7353764,2025-02-06 09:52:10,2025-02-07 02:17:59,4 - Low,Autoclosed,1,EUS_RO_10304,IN : AK : PH- MS Access : MS Access File Issue,Error Message,Error Message,Romania
INC7353763,2025-02-06 09:50:23,2025-02-19 02:52:58,4 - Low,Autoclosed,1,SAP_SECURITY,IN: NSH: PH: SAP - SAP SE2 RFC connection error,Error Message,Error Message,United Kingdom
INC7353761,2025-02-06 09:47:28,2025-02-07 03:51:09,4 - Low,Autoclosed,1,SAP_SECURITY,IN : AK : PH- SAP : Remove no-longer required SAP PG1 ,Error Message,Error Message,United Kingdom
INC7353760,2025-02-06 09:42:23,2025-02-07 10:50:50,4 - Low,Closed,1,EUS_FR_00202,IN: NSH: PH: Hardware - PC is very slow.,Functionality Error,Break/Fix,France
INC7353735,2025-02-06 09:28:29,2025-02-06 10:34:17,4 - Low,Autoclosed,1,EUS_PL_10682,IN : AK : PH- SAP : SAP system was not installed correctly and unable to log in to SAP. ,Error Message,Error Message,Poland
INC7353734,2025-02-06 09:29:25,2025-02-10 05:02:48,4 - Low,Autoclosed,0,NETWORK_LAN_LEVEL2,202-FR-SWA064-L2-F03.delphidrive.com Not Responding,Functionality Error,Slow/No Response,France
INC7353727,2025-02-06 09:22:31,2025-02-19 05:57:28,4 - Low,Autoclosed,1,SAP_ORDER_FULFILLMENT,IN : AK : PH- SAP : User receiving idoc error in SAP pn1,Error Message,Error Message,Turkey
INC7353726,2025-02-06 09:21:29,2025-02-06 09:47:32,4 - Low,Autoclosed,1,EUS_FR_00202,IN: NSH: PH: SAP - Issue with SAP after update.,Error Message,Error Message,France
INC7353674,2025-02-06 08:52:57,2025-02-06 09:00:16,4 - Low,Closed,1,EUS_GB_00282,IN : AK : PH- PC : Laptop crashed yesterday,Error Message,Error Message,United Kingdom
INC7353672,2025-02-06 08:47:56,2025-02-07 05:23:33,4 - Low,Autoclosed,0,SAP_SECURITY,Need to lock users in PG1 due inactivity for long time.,Error Message,Error Message,Romania
INC7353654,2025-02-06 08:32:50,2025-02-24 04:48:25,4 - Low,Autoclosed,1,SAP_SECURITY,IN:BS:PH- SAP - Closing SAP Accounts,Error Message,Error Message,Turkey
INC7353637,2025-02-06 08:26:39,2025-02-06 08:27:15,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: NSH: PH: Active Directory  - AD Password Reset,Access/Lockout,Password Reset,Poland
INC7353584,2025-02-06 07:38:22,2025-02-06 10:13:10,4 - Low,Autoclosed,1,Security_UAA,IN:BS:PH- Shared folder - Shared Folder Access,Functionality Error,Break/Fix,Turkey
INC7353559,2025-02-06 07:23:19,2025-02-14 07:26:52,4 - Low,Autoclosed,1,SAP_ORDER_FULFILLMENT,IN : AK : PH- SAP : Creating the WO for new Ship TO / Sold TO,Error Message,Error Message,United Kingdom
INC7353535,2025-02-06 07:08:12,2025-02-07 09:42:15,4 - Low,Closed,2,SAP_PURCHASE_TO_PAY,IN: NSH: PH: SAP PH1 - Need to create Supplier Workplace New Vendor(User insisted),Error Message,Error Message,United Kingdom
INC7353486,2025-02-06 06:29:27,2025-02-10 04:59:55,4 - Low,Autoclosed,1,SAP_ORDER_FULFILLMENT,"IN:BS:PH-SAP -  SAP PN1- No record exists in T661W for vendor A009HC , plant 0060498991819 , unloading point RL LG1",Error Message,Error Message,Poland
INC7353425,2025-02-06 05:32:45,2025-02-13 06:30:51,4 - Low,Autoclosed,1,SAP_SECURITY,IN:BS:PH- SAP - SAP  PN1 Password Reset Error,Error Message,Error Message,Turkey
INC7353406,2025-02-06 05:22:29,2025-02-11 06:13:43,4 - Low,Closed,4,EUS_Intune,IN: NSH: PH: SAP PR1 - Unable to login to new SAP version 8.00 64bit,Error Message,Error Message,Poland
INC7353388,2025-02-06 05:04:38,2025-02-06 06:21:34,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH- Mail -creating afmturkeydni@phinia.com mail group,Coaching,Configuration,Turkey
INC7353366,2025-02-06 04:30:01,2025-02-07 08:41:43,4 - Low,Autoclosed,1,EUS_PL_10682,IN : AK : Issue with SAP,Error Message,Error Message,Poland
INC7353338,2025-02-06 04:15:51,2025-02-13 07:48:24,4 - Low,Closed,1,Security_UAA,IN:BS:PH- Office - URGENT : Missing o365 E3 license,Functionality Error,Data Incorrect/Missing/Other,France
INC7353224,2025-02-06 03:19:42,2025-02-10 04:39:47,4 - Low,Closed,3,EUS_GB_00282,IN:VGM:PH: SAP-->Unable to log in to SAP following recent update to New 64-bit SAP GUI version 800,Error Message,Error Message,United Kingdom
INC7353203,2025-02-06 03:05:48,2025-02-06 03:26:24,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:BS:PH-SAP - SAP has been removed from my laptop and not reinstalled,Training,Technical Question,United Kingdom
INC7353169,2025-02-06 02:51:49,2025-02-06 05:00:11,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : RR : PH : AD - Account locked,Access/Lockout,Locked Account,Turkey
INC7353142,2025-02-06 02:23:23,2025-02-06 02:39:17,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN:VGM:PH: Active Directory-->Password Reset,Access/Lockout,Password Reset,Turkey
INC7353117,2025-02-06 02:09:35,2025-02-19 05:58:18,4 - Low,Autoclosed,1,SAP_SECURITY,IN : RR : PH : SAP - SAP Password Change Problem,Error Message,Error Message,Turkey
INC7352780,2025-02-05 18:18:39,2025-02-06 06:34:22,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7352778,2025-02-05 18:18:38,2025-02-06 06:37:05,4 - Low,Autoclosed,0,SAP_BATCHJOBS,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,Error Message,Error Message,Turkey
INC7352655,2025-02-05 14:59:32,2025-02-05 15:20:32,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: MKR: PH: SSPR - Need to reset password through SSPR,Access/Lockout,Password Reset,United Kingdom
INC7352466,2025-02-05 11:52:24,2025-02-06 06:02:40,4 - Low,Autoclosed,1,Security_UAA,IN: AL: PH - Shared Drive -  RITM5255731 approved and closed still cannot access drive.,Error Message,Insufficient Resources,France
INC7352446,2025-02-05 11:23:54,2025-02-06 03:04:58,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: AL: PH - Java: I need JAVA on my laptop,Coaching,Configuration,United Kingdom
INC7352427,2025-02-05 10:47:44,2025-02-06 07:30:06,4 - Low,Autoclosed,1,SAP_SECURITY,IN : ND : PH : SAP - sap pn1 descatiavte 3 users retired,Error Message,Error Message,France
INC7352426,2025-02-05 10:46:46,2025-02-11 08:08:59,4 - Low,Autoclosed,1,SAP_SECURITY,IN:RS:PH:SAP ID migration ,Error Message,Error Message,Poland
INC7352419,2025-02-05 10:14:44,2025-02-06 08:50:49,4 - Low,Autoclosed,3,EUS_FR_00202,IN : ND : PH : Clearcase - I lost my right to access to a specific vob on Clearcase on a computer,Functionality Error,Not Performing As Expected,France
INC7352329,2025-02-05 09:37:30,2025-02-05 11:19:01,4 - Low,Closed,0,SERVICEDESK_INDIA,IN:RS:PH:AD-Password Reset,Access/Lockout,Password Reset,United Kingdom
INC7352303,2025-02-05 09:13:29,2025-02-06 08:07:35,4 - Low,Autoclosed,1,SAP_PH1_FI/CO,IN : AK : PH- SAP : Need to delete from the table T045DTA the items related to F2210CITFR15 as per attachment urgently,Error Message,Error Message,Poland
INC7352252,2025-02-05 08:46:49,2025-02-07 02:34:13,4 - Low,Autoclosed,1,EUS_FR_00202,IN : ND : PH : Onsite -Repeated blue screen,Error Message,Error Message,France
INC7352218,2025-02-05 09:05:23,2025-02-05 09:07:51,4 - Low,Closed,0,SERVICEDESK_INDIA,IN : ND : PH : Status check- Status check of RITM5255291,Coaching,Technical Question,United Kingdom
INC7352217,2025-02-05 08:27:05,2025-02-07 03:40:02,4 - Low,Autoclosed,0,SERVICEDESK_INDIA,IN: VB: PH: Active directory - Password reset,Access/Lockout,Password Reset,Turkey
INC7352204,2025-02-05 08:22:11,2025-02-05 09:43:08,4 - Low,Closed,1,EUS_FR_00202,IN : AK : PH- PC : User having slowness issues in PC,Error Message,Error Message,France
INC7352149,2025-02-05 07:54:40,2025-02-10 00:16:39,4 - Low,Autoclosed,2,APP_ENG_CAD_PDM_PLM_POOL,APIS IQ RM PRO - Licensing issue ,Error Message,Error Message,Poland
INC7352142,2025-02-05 07:45:21,2025-03-13 03:54:11,4 - Low,Autoclosed,1,APP_COMSUP_MFG_AS400GILLINGHAM,IN : ND : PH : AS/400 - IBM iSeries AS/400,Functionality Error,Not Performing As Expected,United Kingdom
