number,sys_created_on,short_description,location,assignment_group,reassignment_count,opened_at,problem_id,priority,u_ci_type,u_resolved,close_code,u_complaint_or_complement,u_complaint_compliment_created,u_on_hold_reason,incident_state,u_priority_count,u_reopened,contact_type,category,u_category,cmdb_ci
INC7365575,14/02/2025 03:25,"IN:RS:PH:laptop battery does not charge, request replacement",10682 - Krakow - Poland,EUS_PL_10682,1,14/02/2025 03:25,,4 - Low,Laptop,14/02/2025 04:09,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,KRALTOFF0063
INC7365550,14/02/2025 03:00,IN: NSH: PH: GES - GES account activation and Password reset for DTVS people : Gunasekar V <vgun.ped@delphitvs.com>,00202 - Blois - France,APP_ENG_GES_FULL,1,14/02/2025 03:00,,4 - Low,GES User ID Registration Website,14/02/2025 04:01,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,GES
INC7365508,14/02/2025 02:39,IN: NSH: PH: Printer Issue - The warehouse printer is leaving black marks on the paper.,10304 - Iasi - Romania,EUS_RO_10304,1,14/02/2025 02:39,,4 - Low,Printer,14/02/2025 07:02,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,DL62CFNH2
INC7365483,14/02/2025 02:16,IN:VGM:PH: Outlook Interface Issue,10304 - Iasi - Romania,EUS_Global_Remote_Support,1,14/02/2025 02:16,,4 - Low,Desktop,14/02/2025 09:07,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,IASLTOFF00116
INC7365050,13/02/2025 18:18,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,13/02/2025 18:18,,4 - Low,Sales & Distribution PN1,14/02/2025 01:05,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7365048,13/02/2025 18:18,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,13/02/2025 18:18,,4 - Low,Sales & Distribution PN1,14/02/2025 01:02,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7364741,13/02/2025 11:38,IN:HP:PH NX : NX models and drawings error during opening,10682 - Krakow - Poland,EUS_PL_10682,3,13/02/2025 11:38,,4 - Low,NX,20/03/2025 05:50,Resolved - Permanent Fix,"ESCALATION: Conflicting information causing prolonged incident resolution
- 32+ days without resolution (opened February 13, 2025)
- Incident currently On Hold with status ""Attempting to reach End User""
- Support team indicates physical user presence required for reinstallation
- Significant discrepancy between ticket documentation and actual requirements

NX Installation Requirements Clarification:
- Current ticket documentation does not specify whether installation is remote or on-site
- ""On Hold"" reason states ""Attempting to reach End User"" suggesting communication issue
- No notes explaining why physical presence is required for NX reinstallation
- Multiple work notes about scheduling meetings without specifying if on-site presence needed
- No documentation if this on-site requirement applies to all NX installations

REQUIRED:
1. Document specific technical reason why NX reinstallation requires user to be onsite if this is non-standard.
2. Confirm user awareness of on-site requirement and obtain scheduling commitment
3. Urgently assess and document business impact:
   * Evaluate if user is unable to perform critical job functions without NX
   * Determine if workarounds exist or temporary solutions are in place
   * Identify if this affects deadlines or deliverables for product development
4. Establish firm resolution deadline with all stakeholders

Please update ticket by EOD with clarified requirements, business impact assessment, and resolution timeline.",17/03/2025 06:30,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Functionality Error,NX Documentation NX11
INC7364727,13/02/2025 11:29,IN:PAK:PH: Adobe Pro -  Adobe Pro DC is not running,10605 - Duesseldorf - Germany,EUS_Global_Remote_Support,1,13/02/2025 11:29,,4 - Low,Adobe Acrobat,17/02/2025 08:05,Resolved - Permanent Fix,,,Attempting to reach End User,Closed,,FALSE,Web Request,,Functionality Error,DL8WLL6S2
INC7364719,13/02/2025 11:34,IN:PAK:PH: AD account locked - Successful,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,13/02/2025 11:13,,4 - Low,Active Directory,13/02/2025 11:35,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7364718,13/02/2025 11:13,ARG: MBM: PH: Active Directory - Account is locked out user: alecam,00202 - Blois - France,SERVICEDESK_ARGENTINA,0,13/02/2025 11:13,,4 - Low,Active Directory,13/02/2025 11:19,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7364660,13/02/2025 10:12,IN:HMV: Status Check - Incident RITM5256629,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,13/02/2025 10:12,,4 - Low,Status Check,13/02/2025 10:14,Advice Given,,,,Closed,,FALSE,Phone,,Coaching,SvD Status Request
INC7364648,13/02/2025 10:04,IN: VB: PH: Remote access - DLFWV4NK2.Phinia.local  User cannot connect to this PC remotely although it is responding to a ping command.,00274 - Gillingham - United Kingdom,EUS_GB_00274,1,13/02/2025 10:04,,4 - Low,VPN,14/02/2025 05:30,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Functionality Error,DLFWV4NK2
INC7364613,13/02/2025 09:55,IN:RS:PH:AutoCAD-License issue,00202 - Blois - France,APP_ENG_CAD_PDM_PLM_POOL,1,13/02/2025 09:55,,4 - Low,AutoCAD,14/02/2025 02:30,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Error Message,AutoCad
INC7364525,13/02/2025 09:27,IN : AK : PH- AD : User contacted for account locked issue. ,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,13/02/2025 09:22,,4 - Low,Active Directory,13/02/2025 09:28,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7364495,13/02/2025 09:09,IN:RS:PH:Web EDI- Vendor unable to login,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),APP_COMSUP_SCM,1,13/02/2025 09:04,,4 - Low,WEB EDI,19/02/2025 07:36,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Error Message,WEB EDI
INC7364494,13/02/2025 09:03,IN: VB: SAP - SAP needs update file.,00282 - Stonehouse - United Kingdom,EUS_Intune,1,13/02/2025 09:03,,4 - Low,Intune MDM,14/02/2025 08:07,Resolved - Permanent Fix,,,,Closed,,FALSE,Web Request,,Functionality Error,DLF2XQ2Z2
INC7364487,13/02/2025 09:02,Volvo new bill to 302938 invoice 19263611 - remove NAD+LC segment,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EDI_GXS_Customer,0,13/02/2025 09:01,,4 - Low,EDI/GXS,18/02/2025 06:58,Referred to Service Request,,,Attempting to reach End User,Autoclosed,,FALSE,Email,,Error Message,EDI/GXS
INC7364408,13/02/2025 08:21,IN:BS:PH- Autocad -Pas d'ouverture Autocad car nouvelle utilisateur ,00202 - Blois - France,APP_ENG_CAD_PDM_PLM_POOL,1,13/02/2025 08:21,,4 - Low,AutoCAD,21/02/2025 03:40,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Functionality Error,AutoCad
INC7364407,13/02/2025 08:19,IN : AK : PH - SAP PN1 - T-code: Y_DN3_47000395,10682 - Krakow - Poland,SAP_FI/CO,1,13/02/2025 08:19,,4 - Low,Finance & Controlling PN1,24/02/2025 04:43,Advice Given,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Error Message,Finance & Controlling PN1
INC7364395,13/02/2025 08:23,IN:PAK:PH: Diadem - Diadem license has expired,00282 - Stonehouse - United Kingdom,APP_ENG_LIC_MAN,0,13/02/2025 08:15,,4 - Low,Other application,14/02/2025 03:48,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Error Message,Diadem
INC7364319,13/02/2025 07:46,IN:PAK:PH: CARS - User unable to login to CAR`s system https://adfs.delphi.com/,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,13/02/2025 07:46,,4 - Low,Microsoft Outlook,13/02/2025 09:18,Client Resolved,,,,Closed,,FALSE,Web Request,,Error Message,Cars 2
INC7364286,13/02/2025 07:30,IN: VB: PH: SAP - SAP PH1 025 - WE20 profile deletion x2 - Please assing to Nicholas Reece within the EDI_TECCOM group,10610 - Warwick - United Kingdom,EDI_SEEBURGER_Customer,2,13/02/2025 07:30,,4 - Low,EDI Customer Support,13/02/2025 08:41,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,TECCOM / TECLOCAL
INC7364269,13/02/2025 07:11,DT Media Rotation trizmp-bu01: Izmir - Weekending 14-02-2025 GSL 269 ,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,0,13/02/2025 07:09,,4 - Low,Server,14/02/2025 00:45,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Email,,Tape Swap,TRIZMP-AP12
INC7364229,13/02/2025 06:26,"IN:HMV: PH: SAP PN1, Issue of creating FRC schedule in SAP",20030 - Rzeszow - Poland,SAP_PURCHASE_TO_PAY,1,13/02/2025 06:26,,4 - Low,Material Management PN1,14/02/2025 04:18,Referred to Service Request,,,,Autoclosed,,FALSE,Web Request,,Error Message,Material Management PN1
INC7364217,13/02/2025 06:22,IN: VB: PH: SAP - SAP PH1 025 - WE20 profile deletion (1015957) - Please assign to Nicholas Reece within the EDI_TECCOM group,10610 - Warwick - United Kingdom,EDI_SEEBURGER_Customer,2,13/02/2025 06:22,,4 - Low,EDI Customer Support,13/02/2025 08:39,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,TECCOM / TECLOCAL
INC7364186,13/02/2025 05:51,IN:RS:PH:Printers issue,10304 - Iasi - Romania,EUS_RO_10304,1,13/02/2025 05:51,,4 - Low,Printer,13/02/2025 06:27,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,IASLTOFF00188
INC7364168,13/02/2025 05:37,IN:BS:PH- AD- Problems on login on,00195 - Madrid - Spain,SERVICEDESK_INDIA,0,13/02/2025 05:37,,4 - Low,Active Directory,13/02/2025 05:50,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,MADLTOFF0009
INC7364167,13/02/2025 05:45,IN: VB: PH: Active Directory - Password Reset.,10610 - Warwick - United Kingdom,SERVICEDESK_INDIA,0,13/02/2025 05:36,,4 - Low,Active Directory,13/02/2025 07:22,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7364137,13/02/2025 05:17,We will need the creation of a subnet /18 in Azure Cloud China,10657 - Bucharest - Romania,Global Network Services,2,13/02/2025 05:13,,3 - Moderate,IP Address,03/03/2025 08:46,Referred to Service Request,"ESCALATION: Misrouted service request requiring immediate attention
- 18+ days with no resolution
- Request for subnet /18 creation in Azure Cloud China
- Required for Shanghai POC project with storage accounts and private endpoints
- Multiple incorrect assignments (Global Network Services, Wintel Team)
- Business Impact: Delaying POC implementation timeline
- Request includes planning for future growth requirements

REQUIRED:
1. Reclassify as Service Request (SRQ)
2. Transfer to appropriate Azure Cloud China Services team
3. Create subnet /18 in Azure Cloud China environment
4. Verify configuration and notify requestor upon completion

Note: Related to INC7361460 - both requests require Azure expertise not available in current assigned teams.
Please reclassify ticket as SRQ and close by EOD",03/03/2025 04:36,,Autoclosed,,FALSE,Email,,Functionality Error,
INC7364103,13/02/2025 04:58,IN: NSH: PH: SAP - New Query Needed PH1.,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,13/02/2025 04:58,,4 - Low,SAP,13/02/2025 06:08,Referred to Service Request,,,,Autoclosed,,FALSE,Web Request,,Training,KRALTOFF00021
INC7364074,13/02/2025 04:42,IN : AK : PH- MS Excel  : MS Excel suddenly stops when running a query,10304 - Iasi - Romania,EUS_RO_10304,1,13/02/2025 04:42,,4 - Low,Laptop,13/02/2025 06:26,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DL7VSDNH2
INC7364073,13/02/2025 04:39,IN:HMV: PH: Oracle  - 11g Installation Issue,10304 - Iasi - Romania,EUS_RO_10304,1,13/02/2025 04:39,,4 - Low,Laptop,13/02/2025 06:17,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,DL1TJWCM2
INC7363981,13/02/2025 03:50,IN : AK : PH- AD : Active Directory Password Reset,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,13/02/2025 03:41,,4 - Low,Active Directory,13/02/2025 04:48,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7363964,13/02/2025 03:21,IN: NSH: PH: Active Directory - AD account locked.(frequent lock even after password reset).,10682 - Krakow - Poland,EUS_PL_10682,3,13/02/2025 03:21,,4 - Low,Active Directory,13/02/2025 08:12,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Access/Lockout,Active Directory
INC7363941,13/02/2025 03:06,"IN:BS:PH- AD- Reset password El Hasnaoui, Sheherazade account Phinia AD, Please reset the password urgently",00202 - Blois - France,SERVICEDESK_INDIA,0,13/02/2025 03:06,,4 - Low,Active Directory,13/02/2025 03:54,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Shoulder Tap,,Access/Lockout,BLSLTOFF00403
INC7363891,13/02/2025 02:30,Missing Trading Partner Profile: S:(1542050315S029)|R:(ODDSIZMIRGXS1622) - INVRPT,10657 - Bucharest - Romania,EDI_GXS_Customer,0,13/02/2025 02:25,,4 - Low,EDI/GXS,13/02/2025 09:18,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Email,,Error Message,EDI/GXS
INC7363863,13/02/2025 02:00,IN:VGM:PH: Drive mapping issue,00282 - Stonehouse - United Kingdom,Security_UAA,1,13/02/2025 01:46,,4 - Low,Server,14/02/2025 07:51,Workaround Provided – Confirmed,,,Waiting For Customer Response,Autoclosed,,FALSE,Phone,,Functionality Error,ACP05176
INC7363861,13/02/2025 01:41,IN:BS:PH- Active Directory Password Reset,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,13/02/2025 01:34,,4 - Low,Active Directory,13/02/2025 01:45,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,KRALTOFF0068
INC7363806,13/02/2025 00:37,Bitlocker Disabled,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_TR_00269,1,13/02/2025 00:37,,4 - Low,BitLocker Hard Disk Encryption,13/02/2025 03:44,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Encrypting/Decrypting Issues,IZMLTOFF00438
INC7363805,13/02/2025 00:28,Bitlocker Disabled,00268 - Izmir - Turkey / ESBAS 3 (PT Phase 2),EUS_TR_00269,1,13/02/2025 00:28,,4 - Low,BitLocker Hard Disk Encryption,13/02/2025 05:04,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Shoulder Tap,,Encrypting/Decrypting Issues,IZMLTOFF00069
INC7363586,12/02/2025 18:18,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,12/02/2025 18:18,,4 - Low,Sales & Distribution PN1,13/02/2025 00:40,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7363584,12/02/2025 18:18,OTC_JOBS Job SD_ZSDRQCR21_5452_DELCO TR91 delayed,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_BATCHJOBS,0,12/02/2025 18:18,,4 - Low,Sales & Distribution PN1,13/02/2025 04:26,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7363411,12/02/2025 13:46,IN:HP:PH Active Directory : Password Reset,00282 - Stonehouse - United Kingdom,Security_UAA,1,12/02/2025 13:31,,4 - Low,Active Directory,12/02/2025 14:19,Client Resolved,,,Waiting For Customer Response,Closed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7363381,12/02/2025 12:57,DT || Power Cycle Request || HP:MSL G3 Series_roias-ap04,10304 - Iasi - Romania,EUS_RO_10304,0,12/02/2025 12:53,,4 - Low,Server,13/02/2025 06:11,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Email,,Error Message,ROIAS-AP04
INC7363346,12/02/2025 12:24,OTC_JOBS Job OTC:PFX_IF_PRICECOND_A305_2210 failur,10646 - Warwick (Titan) - United Kingdom,SAP_BATCHJOBS,0,12/02/2025 12:24,,4 - Low,Sales & Distribution PH1,17/02/2025 08:38,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Event,,Error Message,SAP
INC7363331,12/02/2025 12:25,IN:HP:PH Active Directory : Password Reset,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,12/02/2025 12:04,,4 - Low,Active Directory,12/02/2025 12:31,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7363276,12/02/2025 12:21,IN: VB: PH: Shared drive - User unable to open in read/write the following path & file : V:\Engineering\Tests\UAE-Bancselec\Planning produit.xlsm,00202 - Blois - France,Security_UAA,4,12/02/2025 10:44,,4 - Low,Laptop,14/02/2025 20:29,Resolved - Permanent Fix,,,Awaiting Resolver Response,Autoclosed,,FALSE,Phone,,Functionality Error,BLSLTOFF0037
INC7363274,12/02/2025 10:43,IN:RS:PH:Phinfo-Phinfo not working,00202 - Blois - France,SERVICEDESK_INDIA,0,12/02/2025 10:43,,4 - Low,Laptop,12/02/2025 11:25,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,PHINfo,,Coaching,BLSLTOFF0470
INC7363260,12/02/2025 10:33,IN: VB: PH: Remote access - User needs remote access to GILDTOFF00015.,00274 - Gillingham - United Kingdom,SERVICEDESK_INDIA,0,12/02/2025 10:33,,4 - Low,VPN,12/02/2025 12:00,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,GILDTOFF00015
INC7363259,12/02/2025 10:31,IN:HMV: PH: SAP -  PH1 025 - WE20 SETUP for COPARTS (1015918),10610 - Warwick - United Kingdom,EDI_SEEBURGER_Customer,2,12/02/2025 10:31,,4 - Low,EDI Customer Support,14/02/2025 10:33,Resolved - Permanent Fix,,,Attempting to reach End User,Autoclosed,,FALSE,Web Request,,Error Message,EDI SeeBurger
INC7363191,12/02/2025 09:49,IN : AK : PH- Shared drive : Error for accessing the request  ( RITM5257044: Granted Share Folder access to user id - pstan@phinia.com ),10304 - Iasi - Romania,Security_UAA,1,12/02/2025 09:49,,4 - Low,Drive Mapping,14/02/2025 09:18,Workaround Provided – Confirmed,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,DL62CFNH2
INC7363173,12/02/2025 09:38,"IN: VB: PH: SAP - SAP PH1 025 - WE20 UPDATE x4, Please assign to Nicholas Reece within the EDI_TECCOM group",10610 - Warwick - United Kingdom,EDI_TECCOM,1,12/02/2025 09:38,,4 - Low,EDI Customer Support,12/02/2025 10:11,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Functionality Error,TECCOM / TECLOCAL
INC7363142,12/02/2025 09:10,IN : AK : PH- SAP : PN1 Order created with wrong 'payer' partner number,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_ORDER_FULFILLMENT,2,12/02/2025 09:10,,4 - Low,Finance & Controlling PN1,14/02/2025 07:24,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,PHINfo,,Error Message,Finance & Controlling PN1
INC7363136,12/02/2025 09:07,Auto CAD - Licensing issue. ,00202 - Blois - France,APP_ENG_CAD_PDM_PLM_POOL,1,12/02/2025 09:05,,4 - Low,AutoCad,13/02/2025 03:25,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Phone,,Error Message,AutoCad
INC7363117,12/02/2025 08:56,IN:HMV: PH: SAP PN1  - FICO Support required for asset impairment for 2 company codes,00274 - Gillingham - United Kingdom,SAP_FI/CO,1,12/02/2025 08:56,,4 - Low,Finance & Controlling PN1,04/03/2025 05:51,Resolved - Permanent Fix,,,Waiting For Customer Response,Autoclosed,,FALSE,Web Request,,Error Message,Finance & Controlling PN1
INC7363097,12/02/2025 08:43,IN:HMV; PH: SAP - SAP 8.00 Update,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),EUS_Intune,4,12/02/2025 08:43,,4 - Low,Basis PN1,13/02/2025 08:27,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,Basis PN1
INC7363091,12/02/2025 08:53,IN : AK : PH- AD : Active Directory Password Reset,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,12/02/2025 08:39,,4 - Low,Active Directory,12/02/2025 09:16,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7363029,12/02/2025 08:07,"IN : ND : PH : AD - Account Phinia Delaveau, Fabien AD Locked, Please unlock this account urgently",00202 - Blois - France,SERVICEDESK_INDIA,0,12/02/2025 08:07,,4 - Low,Active Directory,12/02/2025 08:49,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,BLSLTOFF0077
INC7363027,12/02/2025 08:03,"IN:RS:PH:WebEDI - problem with log in, vendor 1063700, PN1",20030 - Rzeszow - Poland,APP_COMSUP_SCM,1,12/02/2025 08:03,,4 - Low,WEB EDI,13/02/2025 07:18,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Web Request,,Error Message,WEB EDI
INC7362996,12/02/2025 07:53,IN : AK : PH - AD : User contacted for account locked issue ,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,12/02/2025 07:46,,4 - Low,Active Directory,12/02/2025 07:53,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7362994,12/02/2025 07:42,IN:RS:PH:AD-my account is locked ,00195 - Madrid - Spain,SERVICEDESK_INDIA,0,12/02/2025 07:42,,4 - Low,Active Directory,12/02/2025 08:54,Advice Given,,,,Autoclosed,,FALSE,Web Request,,Access/Lockout,MADLTOFF0009
INC7362982,12/02/2025 07:54,IN : ND : PH : AD - Password Reset,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,12/02/2025 07:32,,4 - Low,Active Directory,12/02/2025 07:58,Resolved - Permanent Fix,,,,Closed,,FALSE,Phone,,Access/Lockout,KRALTOFF0068
INC7362981,12/02/2025 07:36,IN:BS:PH- AD - Active Directory Password Reset,10682 - Krakow - Poland,SERVICEDESK_INDIA,0,12/02/2025 07:27,,4 - Low,Active Directory,12/02/2025 07:41,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,KRALTOFF0089
INC7362979,12/02/2025 07:27,New Payment Terms with the description 15 days after date of GRN posting in PH1 system.,00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1),SAP_PH1_FI/CO,0,12/02/2025 07:22,,4 - Low,Finance & Controlling PH1,19/02/2025 08:06,Workaround Provided – Confirmed,,,Waiting For Customer Response,Autoclosed,,FALSE,Shoulder Tap,,Error Message,Finance & Controlling PH1
INC7362968,12/02/2025 07:21,IN:HMV: PH: Active Directory -  Password Reset,00282 - Stonehouse - United Kingdom,SERVICEDESK_INDIA,0,12/02/2025 07:14,,4 - Low,Active Directory,12/02/2025 09:18,Resolved - Permanent Fix,,,,Autoclosed,,FALSE,Phone,,Access/Lockout,Active Directory
INC7362967,12/02/2025 07:14,IN:BS:PH- GES - Issue with log in to ges,20030 - Rzeszow - Poland,APP_ENG_GES_FULL,1,12/02/2025 07:14,,4 - Low,GES,13/02/2025 04:23,Resolved - Permanent Fix,,,Waiting For Customer Response,Closed,,FALSE,Web Request,,Functionality Error,GES
